System ID,,"4483C11306J"
Method name only,,"Tension_Round_Heat_Treat_NEW"
Test type,,"Tension"
Sample file name,,"N02c4340AN"
Last test date,,"Monday, October 14, 2024"
Last test time,,"5:48:45 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"<None>"
Material,,"Steel 4340"
Heat Treatment,,"AN"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.23"
Grip Diameter,(mm),"12.56"
Rockwell Hardness,,"87.9"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.46"
Fracture Notes and Location,,"some cupping"
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"28.98"
Maximum Strain,(%),"25.87"

Time,Displacement,Force,Strain 1
"31.00","2.07","2.892","0.0007726"
"31.50","2.10","3.015","0.0008029"
"32.00","2.13","3.152","0.0008484"
"32.50","2.17","3.268","0.0008851"
"33.00","2.20","3.412","0.0009160"
"33.50","2.23","3.555","0.0009549"
"34.00","2.27","3.708","0.0009935"
"34.50","2.30","3.861","0.001028"
"35.00","2.33","4.017","0.001069"
"35.50","2.37","4.184","0.001106"
"36.00","2.40","4.347","0.001143"
"36.50","2.43","4.518","0.001186"
"37.00","2.47","4.692","0.001223"
"37.50","2.50","4.872","0.001257"
"38.00","2.53","5.064","0.001293"
"38.50","2.57","5.267","0.001332"
"39.00","2.60","5.474","0.001372"
"39.50","2.63","5.690","0.001423"
"40.00","2.67","5.913","0.001456"
"40.50","2.70","6.142","0.001492"
"41.00","2.73","6.273","0.001518"
"41.50","2.77","6.582","0.001574"
"42.00","2.80","6.876","0.001629"
"42.50","2.83","7.198","0.001689"
"43.00","2.87","7.527","0.001745"
"43.50","2.90","7.849","0.001806"
"44.00","2.93","8.184","0.001860"
"44.50","2.97","8.512","0.001922"
"45.00","3.00","8.846","0.001975"
"45.50","3.03","9.182","0.002038"
"46.00","3.07","9.524","0.002099"
"46.50","3.10","9.869","0.002162"
"47.00","3.13","10.22","0.002239"
"47.50","3.17","10.56","0.002298"
"48.00","3.20","10.92","0.002372"
"48.50","3.23","11.27","0.002447"
"49.00","3.27","11.62","0.002516"
"49.50","3.30","11.99","0.002595"
"50.00","3.33","12.35","0.002678"
"50.50","3.37","12.71","0.002757"
"51.00","3.40","13.07","0.002851"
"51.50","3.43","13.43","0.002954"
"52.00","3.47","13.80","0.003067"
"52.50","3.50","14.16","0.003179"
"53.00","3.53","14.51","0.003320"
"53.50","3.57","14.87","0.003484"
"54.00","3.60","15.21","0.003699"
"54.50","3.63","15.54","0.003966"
"55.00","3.67","15.86","0.004280"
"55.50","3.70","16.15","0.004646"
"56.00","3.73","16.41","0.005066"
"56.50","3.77","16.54","0.005496"
"57.00","3.80","16.67","0.006240"
"57.50","3.83","16.76","0.007051"
"58.00","3.87","16.90","0.007685"
"58.50","3.90","17.08","0.008235"
"59.00","3.93","17.25","0.008776"
"59.50","3.97","17.42","0.009306"
"60.00","4.00","17.60","0.009860"
"60.50","4.03","17.77","0.01043"
"61.00","4.07","17.95","0.01100"
"61.50","4.10","18.12","0.01156"
"62.00","4.13","18.29","0.01212"
"62.50","4.17","18.46","0.01271"
"63.00","4.20","18.64","0.01329"
"63.50","4.23","18.80","0.01385"
"64.00","4.27","18.97","0.01442"
"64.50","4.30","19.14","0.01501"
"65.00","4.33","19.31","0.01559"
"65.50","4.37","19.47","0.01618"
"66.00","4.40","19.63","0.01676"
"66.50","4.43","19.80","0.01735"
"67.00","4.47","19.96","0.01793"
"67.50","4.50","20.12","0.01853"
"68.00","4.53","20.28","0.01913"
"68.50","4.57","20.44","0.01972"
"69.00","4.60","20.60","0.02031"
"69.50","4.63","20.75","0.02092"
"70.00","4.67","20.91","0.02152"
"70.50","4.70","21.06","0.02212"
"71.00","4.73","21.21","0.02272"
"71.50","4.77","21.36","0.02334"
"72.00","4.80","21.51","0.02394"
"72.50","4.83","21.66","0.02456"
"73.00","4.87","21.80","0.02519"
"73.50","4.90","21.95","0.02582"
"74.00","4.93","22.09","0.02643"
"74.50","4.97","22.23","0.02707"
"75.00","5.00","22.37","0.02771"
"75.50","5.03","22.51","0.02833"
"76.00","5.07","22.65","0.02898"
"76.50","5.10","22.78","0.02963"
"77.00","5.13","22.91","0.03028"
"77.50","5.17","23.05","0.03093"
"78.00","5.20","23.18","0.03159"
"78.50","5.23","23.31","0.03225"
"79.00","5.27","23.43","0.03290"
"79.50","5.30","23.56","0.03358"
"80.00","5.33","23.68","0.03424"
"80.50","5.37","23.80","0.03491"
"81.00","5.40","23.92","0.03560"
"81.50","5.43","24.04","0.03628"
"82.00","5.47","24.16","0.03696"
"82.50","5.50","24.27","0.03766"
"83.00","5.53","24.39","0.03836"
"83.50","5.57","24.50","0.03905"
"84.00","5.60","24.61","0.03975"
"84.50","5.63","24.72","0.04047"
"85.00","5.67","24.83","0.04118"
"85.50","5.70","24.93","0.04190"
"86.00","5.73","25.04","0.04263"
"86.50","5.77","25.14","0.04335"
"87.00","5.80","25.24","0.04410"
"87.50","5.83","25.34","0.04482"
"88.00","5.87","25.44","0.04557"
"88.50","5.90","25.53","0.04633"
"89.00","5.93","25.62","0.04706"
"89.50","5.97","25.72","0.04781"
"90.00","6.00","25.81","0.04859"
"90.50","6.03","25.89","0.04935"
"91.00","6.07","25.99","0.05012"
"91.50","6.10","26.07","0.05090"
"92.00","6.13","26.15","0.05167"
"92.50","6.17","26.23","0.05247"
"93.00","6.20","26.31","0.05325"
"93.50","6.23","26.39","0.05404"
"94.00","6.27","26.47","0.05484"
"94.50","6.30","26.55","0.05565"
"95.00","6.33","26.62","0.05645"
"95.50","6.37","26.69","0.05727"
"96.00","6.40","26.76","0.05808"
"96.50","6.43","26.83","0.05891"
"97.00","6.47","26.90","0.05972"
"97.50","6.50","26.97","0.06058"
"98.00","6.53","27.03","0.06140"
"98.50","6.57","27.10","0.06224"
"99.00","6.60","27.16","0.06309"
"99.50","6.63","27.22","0.06393"
"100.00","6.67","27.28","0.06480"
"100.50","6.70","27.34","0.06565"
"101.00","6.73","27.40","0.06653"
"101.50","6.77","27.45","0.06740"
"102.00","6.80","27.50","0.06825"
"102.50","6.83","27.55","0.06915"
"103.00","6.87","27.61","0.07001"
"103.50","6.90","27.66","0.07090"
"104.00","6.93","27.71","0.07178"
"104.50","6.97","27.76","0.07269"
"105.00","7.00","27.80","0.07359"
"105.50","7.03","27.85","0.07449"
"106.00","7.07","27.89","0.07540"
"106.50","7.10","27.94","0.07631"
"107.00","7.13","27.98","0.07724"
"107.50","7.17","28.02","0.07815"
"108.00","7.20","28.06","0.07910"
"108.50","7.23","28.10","0.08002"
"109.00","7.27","28.13","0.08096"
"109.50","7.30","28.17","0.08189"
"110.00","7.33","28.21","0.08286"
"110.50","7.37","28.24","0.08381"
"111.00","7.40","28.27","0.08474"
"111.50","7.43","28.31","0.08572"
"112.00","7.47","28.34","0.08668"
"112.50","7.50","28.37","0.08765"
"113.00","7.53","28.40","0.08862"
"113.50","7.57","28.43","0.08961"
"114.00","7.60","28.46","0.09058"
"114.50","7.63","28.48","0.09158"
"115.00","7.67","28.51","0.09256"
"115.50","7.70","28.53","0.09356"
"116.00","7.73","28.56","0.09455"
"116.50","7.77","28.58","0.09557"
"117.00","7.80","28.60","0.09656"
"117.50","7.83","28.63","0.09758"
"118.00","7.87","28.65","0.09858"
"118.50","7.90","28.67","0.09961"
"119.00","7.93","28.69","0.1006"
"119.50","7.97","28.71","0.1017"
"120.00","8.00","28.73","0.1027"
"120.50","8.03","28.74","0.1037"
"121.00","8.07","28.76","0.1048"
"121.50","8.10","28.77","0.1058"
"122.00","8.13","28.79","0.1069"
"122.50","8.17","28.81","0.1079"
"123.00","8.20","28.82","0.1090"
"123.50","8.23","28.84","0.1101"
"124.00","8.27","28.85","0.1111"
"124.50","8.30","28.86","0.1122"
"125.00","8.33","28.87","0.1133"
"125.50","8.37","28.88","0.1144"
"126.00","8.40","28.89","0.1155"
"126.50","8.43","28.90","0.1166"
"127.00","8.47","28.91","0.1177"
"127.50","8.50","28.92","0.1187"
"128.00","8.53","28.93","0.1198"
"128.50","8.57","28.94","0.1210"
"129.00","8.60","28.94","0.1221"
"129.50","8.63","28.95","0.1232"
"130.00","8.67","28.96","0.1243"
"130.50","8.70","28.96","0.1255"
"131.00","8.73","28.97","0.1266"
"131.50","8.77","28.97","0.1277"
"132.00","8.80","28.97","0.1289"
"132.50","8.83","28.98","0.1300"
"133.00","8.87","28.98","0.1312"
"133.50","8.90","28.98","0.1324"
"134.00","8.93","28.98","0.1335"
"134.50","8.97","28.98","0.1347"
"135.00","9.00","28.98","0.1359"
"135.50","9.03","28.98","0.1371"
"136.00","9.07","28.98","0.1383"
"136.50","9.10","28.97","0.1395"
"137.00","9.13","28.97","0.1407"
"137.50","9.17","28.97","0.1419"
"138.00","9.20","28.96","0.1431"
"138.50","9.23","28.96","0.1443"
"139.00","9.27","28.95","0.1456"
"139.50","9.30","28.94","0.1468"
"140.00","9.33","28.93","0.1480"
"140.50","9.37","28.92","0.1493"
"141.00","9.40","28.91","0.1505"
"141.50","9.43","28.90","0.1517"
"142.00","9.47","28.89","0.1530"
"142.50","9.50","28.88","0.1543"
"143.00","9.53","28.86","0.1556"
"143.50","9.57","28.84","0.1568"
"144.00","9.60","28.83","0.1581"
"144.50","9.63","28.81","0.1594"
"145.00","9.67","28.78","0.1607"
"145.50","9.70","28.76","0.1620"
"146.00","9.73","28.73","0.1633"
"146.50","9.77","28.71","0.1646"
"147.00","9.80","28.68","0.1659"
"147.50","9.83","28.65","0.1672"
"148.00","9.87","28.62","0.1685"
"148.50","9.90","28.59","0.1698"
"149.00","9.93","28.55","0.1711"
"149.50","9.97","28.51","0.1725"
"150.00","10.00","28.47","0.1738"
"150.50","10.03","28.43","0.1751"
"151.00","10.07","28.39","0.1765"
"151.50","10.10","28.34","0.1778"
"152.00","10.13","28.29","0.1791"
"152.50","10.17","28.25","0.1805"
"153.00","10.20","28.19","0.1818"
"153.50","10.23","28.14","0.1832"
"154.00","10.27","28.08","0.1845"
"154.50","10.30","28.03","0.1859"
"155.00","10.33","27.97","0.1872"
"155.50","10.37","27.91","0.1886"
"156.00","10.40","27.84","0.1899"
"156.50","10.43","27.78","0.1913"
"157.00","10.47","27.71","0.1926"
"157.50","10.50","27.65","0.1940"
"158.00","10.53","27.58","0.1954"
"158.50","10.57","27.51","0.1967"
"159.00","10.60","27.44","0.1981"
"159.50","10.63","27.36","0.1995"
"160.00","10.67","27.29","0.2008"
"160.50","10.70","27.21","0.2022"
"161.00","10.73","27.13","0.2036"
"161.50","10.77","27.05","0.2050"
"162.00","10.80","26.97","0.2063"
"162.50","10.83","26.88","0.2077"
"163.00","10.87","26.80","0.2091"
"163.50","10.90","26.71","0.2105"
"164.00","10.93","26.62","0.2119"
"164.50","10.97","26.53","0.2133"
"165.00","11.00","26.44","0.2146"
"165.50","11.03","26.34","0.2160"
"166.00","11.07","26.24","0.2174"
"166.50","11.10","26.15","0.2188"
"167.00","11.13","26.05","0.2202"
"167.50","11.17","25.95","0.2216"
"168.00","11.20","25.84","0.2230"
"168.50","11.23","25.73","0.2244"
"169.00","11.27","25.62","0.2258"
"169.50","11.30","25.51","0.2272"
"170.00","11.33","25.40","0.2286"
"170.50","11.37","25.28","0.2300"
"171.00","11.40","25.16","0.2314"
"171.50","11.43","25.04","0.2328"
"172.00","11.47","24.92","0.2342"
"172.50","11.50","24.78","0.2357"
"173.00","11.53","24.65","0.2371"
"173.50","11.57","24.51","0.2385"
"174.00","11.60","24.36","0.2400"
"174.50","11.63","24.20","0.2414"
"175.00","11.67","24.00","0.2429"
"175.50","11.70","-0.3857","0.2370"
"176.00","11.73","-0.003511","0.2531"
"176.50","11.77","-0.001371","0.2507"
"177.00","11.80","0.00003802","0.2508"
"177.50","11.83","0.0008859","0.2521"
"178.00","11.87","0.002122","0.2546"
"178.50","11.90","0.003274","0.2572"
"179.00","11.93","0.003258","0.2587"
"179.15","11.94","0.003885","0.2571"

