System ID,,"4483C11306J"
Method name only,,"Tension_Round_Heat_Treat_NEW"
Test type,,"Tension"
Sample file name,,"N02C4340T500C"
Last test date,,"Monday, October 14, 2024"
Last test time,,"6:09:35 PM"
Course,,"Npre 432"
Lab Section Number,,"C"
Group,,"<None>"
Material,,"4340"
Heat Treatment,,"OQT500C"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.19"
Grip Diameter,(mm),"17.19"
Rockwell Hardness,,"25.1"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.02"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"48.77"
Maximum Strain,(%),"13.18"

Time,Displacement,Force,Strain 1
"44.00","2.87","17.30","-0.0003024"
"44.50","2.90","17.75","-0.0003071"
"45.00","2.94","18.20","-0.0003032"
"45.50","2.97","18.56","-0.0002814"
"46.00","3.00","19.02","-0.0002889"
"46.50","3.04","19.49","-0.0003042"
"47.00","3.07","19.97","-0.0003209"
"47.50","3.10","20.45","-0.0003300"
"48.00","3.14","20.93","-0.0003510"
"48.50","3.17","21.41","-0.0003651"
"49.00","3.20","21.90","-0.0003791"
"49.50","3.24","22.39","-0.0003894"
"50.00","3.27","22.88","-0.0003819"
"50.50","3.30","23.38","-0.0003898"
"51.00","3.34","23.87","-0.0004082"
"51.50","3.37","24.37","-0.0004054"
"52.00","3.40","24.87","-0.0004034"
"52.50","3.44","25.37","-0.0003599"
"53.00","3.47","25.87","-0.0001888"
"53.50","3.50","26.38","-0.0001413"
"54.00","3.54","26.89","-0.00009538"
"54.50","3.57","27.40","-0.00003263"
"55.00","3.60","27.91","0.00001766"
"55.50","3.64","28.42","0.00006755"
"56.00","3.67","28.93","0.0001177"
"56.50","3.70","29.45","0.0001701"
"57.00","3.74","29.96","0.0002286"
"57.50","3.77","30.48","0.0002795"
"58.00","3.80","31.00","0.0003274"
"58.50","3.84","31.52","0.0003871"
"59.00","3.87","32.04","0.0004330"
"59.50","3.90","32.57","0.0004921"
"60.00","3.94","33.09","0.0005499"
"60.50","3.97","33.62","0.0005940"
"61.00","4.00","34.15","0.0006550"
"61.50","4.04","34.68","0.0007126"
"62.00","4.07","35.21","0.0007723"
"62.50","4.10","35.74","0.0008339"
"63.00","4.14","36.27","0.0008851"
"63.50","4.17","36.80","0.0009400"
"64.00","4.20","37.34","0.0009926"
"64.50","4.24","37.87","0.001053"
"65.00","4.27","38.40","0.001114"
"65.50","4.30","38.93","0.001164"
"66.00","4.34","39.47","0.001233"
"66.50","4.37","40.00","0.001288"
"67.00","4.40","40.53","0.001348"
"67.50","4.44","41.06","0.001417"
"68.00","4.47","41.59","0.001481"
"68.50","4.50","42.12","0.001552"
"69.00","4.54","42.65","0.001629"
"69.50","4.57","43.16","0.001721"
"70.00","4.60","43.67","0.001815"
"70.50","4.64","44.12","0.001977"
"71.00","4.67","44.39","0.002390"
"71.50","4.70","44.62","0.002965"
"72.00","4.74","44.87","0.003436"
"72.50","4.77","45.12","0.003853"
"73.00","4.80","45.38","0.004263"
"73.50","4.84","45.63","0.004664"
"74.00","4.87","45.87","0.005103"
"74.50","4.90","46.09","0.005565"
"75.00","4.94","46.29","0.006049"
"75.50","4.97","46.48","0.006566"
"76.00","5.00","46.65","0.007106"
"76.50","5.04","46.80","0.007673"
"77.00","5.07","46.94","0.008271"
"77.50","5.10","47.07","0.008877"
"78.00","5.14","47.19","0.009504"
"78.50","5.17","47.30","0.01016"
"79.00","5.20","47.40","0.01082"
"79.50","5.24","47.49","0.01149"
"80.00","5.27","47.58","0.01218"
"80.50","5.30","47.66","0.01288"
"81.00","5.34","47.74","0.01358"
"81.50","5.37","47.81","0.01429"
"82.00","5.40","47.88","0.01500"
"82.50","5.44","47.94","0.01572"
"83.00","5.47","48.01","0.01643"
"83.50","5.50","48.07","0.01716"
"84.00","5.54","48.13","0.01789"
"84.50","5.57","48.18","0.01862"
"85.00","5.60","48.23","0.01935"
"85.50","5.64","48.28","0.02008"
"86.00","5.67","48.33","0.02084"
"86.50","5.70","48.38","0.02158"
"87.00","5.74","48.42","0.02234"
"87.50","5.77","48.46","0.02311"
"88.00","5.80","48.50","0.02386"
"88.50","5.84","48.54","0.02464"
"89.00","5.87","48.57","0.02542"
"89.50","5.90","48.60","0.02619"
"90.00","5.94","48.63","0.02700"
"90.50","5.97","48.66","0.02780"
"91.00","6.00","48.69","0.02861"
"91.50","6.04","48.71","0.02944"
"92.00","6.07","48.73","0.03029"
"92.50","6.10","48.74","0.03114"
"93.00","6.14","48.75","0.03200"
"93.50","6.17","48.76","0.03289"
"94.00","6.20","48.77","0.03380"
"94.50","6.24","48.77","0.03473"
"95.00","6.27","48.76","0.03569"
"95.50","6.30","48.75","0.03666"
"96.00","6.34","48.72","0.03767"
"96.50","6.37","48.70","0.03871"
"97.00","6.40","48.65","0.03979"
"97.50","6.44","48.60","0.04091"
"98.00","6.47","48.54","0.04206"
"98.50","6.50","48.45","0.04325"
"99.00","6.54","48.36","0.04445"
"99.50","6.57","48.26","0.04572"
"100.00","6.60","48.14","0.04698"
"100.50","6.64","48.00","0.04828"
"101.00","6.67","47.86","0.04961"
"101.50","6.70","47.71","0.05094"
"102.00","6.74","47.55","0.05227"
"102.50","6.77","47.39","0.05363"
"103.00","6.80","47.22","0.05501"
"103.50","6.84","47.04","0.05640"
"104.00","6.87","46.87","0.05780"
"104.50","6.90","46.68","0.05920"
"105.00","6.94","46.50","0.06061"
"105.50","6.97","46.31","0.06204"
"106.00","7.00","46.12","0.06346"
"106.50","7.04","45.93","0.06488"
"107.00","7.07","45.74","0.06633"
"107.50","7.10","45.55","0.06777"
"108.00","7.14","45.35","0.06920"
"108.50","7.17","45.16","0.07064"
"109.00","7.20","44.96","0.07209"
"109.50","7.24","44.77","0.07356"
"110.00","7.27","44.57","0.07503"
"110.50","7.30","44.36","0.07650"
"111.00","7.34","44.17","0.07798"
"111.50","7.37","43.96","0.07946"
"112.00","7.40","43.76","0.08096"
"112.50","7.44","43.55","0.08243"
"113.00","7.47","43.35","0.08393"
"113.50","7.50","43.14","0.08542"
"114.00","7.54","42.93","0.08691"
"114.50","7.57","42.72","0.08841"
"115.00","7.60","42.50","0.08991"
"115.50","7.64","42.29","0.09141"
"116.00","7.67","42.08","0.09291"
"116.50","7.70","41.86","0.09443"
"117.00","7.74","41.64","0.09594"
"117.50","7.77","41.41","0.09747"
"118.00","7.80","41.21","0.09900"
"118.50","7.84","40.96","0.1005"
"119.00","7.87","40.73","0.1020"
"119.50","7.90","40.50","0.1036"
"120.00","7.94","40.26","0.1051"
"120.50","7.97","40.03","0.1066"
"121.00","8.00","39.78","0.1082"
"121.50","8.04","39.54","0.1097"
"122.00","8.07","39.29","0.1113"
"122.50","8.10","39.04","0.1128"
"123.00","8.14","38.79","0.1144"
"123.50","8.17","38.53","0.1159"
"124.00","8.20","38.27","0.1175"
"124.50","8.24","38.01","0.1190"
"125.00","8.27","37.73","0.1206"
"125.50","8.30","37.46","0.1222"
"126.00","8.34","37.18","0.1238"
"126.50","8.37","36.91","0.1253"
"127.00","8.40","36.62","0.1269"
"127.50","8.44","36.33","0.1285"
"128.00","8.47","36.03","0.1302"
"128.50","8.50","35.66","0.1318"
"129.00","8.54","-0.006598","0.0005167"
"129.50","8.57","-0.003563","0.0005264"
"130.00","8.60","-0.001826","0.0005333"
"130.50","8.64","-0.0004727","0.0004889"
"131.00","8.67","0.001727","0.0005091"
"131.50","8.70","0.002932","0.0005012"
"132.00","8.74","0.004585","0.0005170"
"132.50","8.77","0.005155","0.0005169"
"132.86","8.80","0.006093","0.0005062"

