System ID,,"4483C11302J"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02B7075T6"
Last test date,,"Monday, September 16, 2024"
Last test time,,"5:06:07 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"B"
Material,,"7075-T6"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.18"
Grip Diameter,(mm),"12.74"
Rockwell Hardness,,"86.8"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.28"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"22.47"
Maximum Strain,(%),"15.78"

Time,Displacement,Force,Strain 1
"52.50","3.55","20.97","0.01772"
"53.00","3.58","21.01","0.01850"
"53.50","3.62","21.04","0.01928"
"54.00","3.65","21.08","0.02005"
"54.50","3.68","21.11","0.02083"
"55.00","3.72","21.14","0.02162"
"55.50","3.75","21.18","0.02240"
"56.00","3.78","21.21","0.02319"
"56.50","3.82","21.24","0.02397"
"57.00","3.85","21.27","0.02475"
"57.50","3.88","21.30","0.02554"
"58.00","3.92","21.33","0.02632"
"58.50","3.95","21.36","0.02710"
"59.00","3.98","21.38","0.02789"
"59.50","4.02","21.41","0.02867"
"60.00","4.05","21.44","0.02945"
"60.50","4.08","21.46","0.03024"
"61.00","4.12","21.49","0.03102"
"61.50","4.15","21.51","0.03181"
"62.00","4.18","21.54","0.03259"
"62.50","4.22","21.56","0.03338"
"63.00","4.25","21.59","0.03417"
"63.50","4.28","21.61","0.03495"
"64.00","4.32","21.64","0.03574"
"64.50","4.35","21.66","0.03653"
"65.00","4.38","21.68","0.03732"
"65.50","4.42","21.71","0.03811"
"66.00","4.45","21.73","0.03890"
"66.50","4.48","21.75","0.03969"
"67.00","4.52","21.77","0.04049"
"67.50","4.55","21.79","0.04128"
"68.00","4.58","21.81","0.04207"
"68.50","4.62","21.83","0.04287"
"69.00","4.65","21.85","0.04366"
"69.50","4.68","21.87","0.04446"
"70.00","4.72","21.89","0.04526"
"70.50","4.75","21.91","0.04606"
"71.00","4.78","21.93","0.04687"
"71.50","4.82","21.95","0.04767"
"72.00","4.85","21.97","0.04847"
"72.50","4.88","21.99","0.04929"
"73.00","4.92","22.00","0.05010"
"73.50","4.95","22.02","0.05092"
"74.00","4.98","22.04","0.05172"
"74.50","5.02","22.05","0.05254"
"75.00","5.05","22.07","0.05336"
"75.50","5.08","22.08","0.05417"
"76.00","5.12","22.10","0.05500"
"76.50","5.15","22.11","0.05582"
"77.00","5.18","22.13","0.05665"
"77.50","5.22","22.14","0.05748"
"78.00","5.25","22.16","0.05830"
"78.50","5.28","22.17","0.05913"
"79.00","5.32","22.19","0.05997"
"79.50","5.35","22.20","0.06080"
"80.00","5.38","22.21","0.06164"
"80.50","5.42","22.22","0.06248"
"81.00","5.45","22.24","0.06332"
"81.50","5.48","22.25","0.06416"
"82.00","5.52","22.26","0.06501"
"82.50","5.55","22.27","0.06586"
"83.00","5.58","22.28","0.06671"
"83.50","5.62","22.29","0.06757"
"84.00","5.65","22.31","0.06843"
"84.50","5.68","22.32","0.06929"
"85.00","5.72","22.32","0.07015"
"85.50","5.75","22.34","0.07102"
"86.00","5.78","22.34","0.07189"
"86.50","5.82","22.35","0.07277"
"87.00","5.85","22.36","0.07365"
"87.50","5.88","22.37","0.07452"
"88.00","5.92","22.38","0.07541"
"88.50","5.95","22.39","0.07630"
"89.00","5.98","22.39","0.07720"
"89.50","6.02","22.40","0.07809"
"90.00","6.05","22.41","0.07899"
"90.50","6.08","22.42","0.07990"
"91.00","6.12","22.42","0.08081"
"91.50","6.15","22.43","0.08172"
"92.00","6.18","22.43","0.08263"
"92.50","6.22","22.44","0.08355"
"93.00","6.25","22.45","0.08448"
"93.50","6.28","22.45","0.08541"
"94.00","6.32","22.46","0.08635"
"94.50","6.35","22.46","0.08730"
"95.00","6.38","22.46","0.08825"
"95.50","6.42","22.47","0.08921"
"96.00","6.45","22.47","0.09017"
"96.50","6.48","22.47","0.09115"
"97.00","6.52","22.47","0.09213"
"97.50","6.55","22.47","0.09311"
"98.00","6.58","22.47","0.09410"
"98.50","6.62","22.47","0.09510"
"99.00","6.65","22.47","0.09611"
"99.50","6.68","22.47","0.09713"
"100.00","6.72","22.47","0.09815"
"100.50","6.75","22.46","0.09919"
"101.00","6.78","22.46","0.1002"
"101.50","6.82","22.46","0.1013"
"102.00","6.85","22.45","0.1023"
"102.50","6.88","22.44","0.1034"
"103.00","6.92","22.44","0.1045"
"103.50","6.95","22.43","0.1056"
"104.00","6.98","22.42","0.1067"
"104.50","7.02","22.41","0.1078"
"105.00","7.05","22.40","0.1089"
"105.50","7.08","22.39","0.1101"
"106.00","7.12","22.37","0.1112"
"106.50","7.15","22.35","0.1124"
"107.00","7.18","22.34","0.1136"
"107.50","7.22","22.32","0.1148"
"108.00","7.25","22.30","0.1160"
"108.50","7.28","22.27","0.1172"
"109.00","7.32","22.25","0.1184"
"109.50","7.35","22.22","0.1196"
"110.00","7.38","22.20","0.1209"
"110.50","7.42","22.16","0.1221"
"111.00","7.45","22.13","0.1234"
"111.50","7.48","22.10","0.1246"
"112.00","7.52","22.06","0.1259"
"112.50","7.55","22.02","0.1272"
"113.00","7.58","21.98","0.1285"
"113.50","7.62","21.94","0.1298"
"114.00","7.65","21.89","0.1311"
"114.50","7.68","21.84","0.1324"
"115.00","7.72","21.79","0.1338"
"115.50","7.75","21.74","0.1351"
"116.00","7.78","21.68","0.1364"
"116.50","7.82","21.62","0.1377"
"117.00","7.85","21.55","0.1391"
"117.50","7.88","21.49","0.1405"
"118.00","7.92","21.42","0.1418"
"118.50","7.95","21.35","0.1432"
"119.00","7.98","21.28","0.1446"
"119.50","8.02","21.20","0.1460"
"120.00","8.05","21.12","0.1474"
"120.50","8.08","21.03","0.1488"
"121.00","8.12","20.95","0.1502"
"121.50","8.15","20.85","0.1516"
"122.00","8.18","20.75","0.1530"
"122.50","8.22","20.64","0.1545"
"122.56","8.22","11.87","0.1578"

